a1.Name,Proximo_Rikako_Aida,a2.Name,Trabalhou_com_proximos_Rikako_aida
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Assassins Pride""","""Maaya Uchida"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Assassins Pride""","""Marina Yabuuchi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Assassins Pride""","""Tomori Kusunoki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Assassins Pride""","""Yuuki Ono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Hiroshi Kamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Kishou Taniyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Yoshimasa Hosoya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Skytree""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Masahiko Tanaka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Susumu Chiba"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 2nd Season""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 2nd Season""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 2nd Season""","""Shiori Mikami"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 2nd Season""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 2nd Season""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Daisuke Ono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Hiroshi Kamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Romi Park"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Shiori Mikami"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season: Part II""","""Daisuke Ono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season: Part II""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season: Part II""","""Romi Park"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season: Part II""","""Takehito Koyasu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season: Part II""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan 3rd Season: Part II""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 1: Crimson Bow and Arrow""","""Hiroshi Kamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 1: Crimson Bow and Arrow""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 1: Crimson Bow and Arrow""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 1: Crimson Bow and Arrow""","""Yoshino Takamori"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 1: Crimson Bow and Arrow""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 1: Crimson Bow and Arrow""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 2: The Wings of Freedom""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 2: The Wings of Freedom""","""Hiroshi Kamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 2: The Wings of Freedom""","""Kishou Taniyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 2: The Wings of Freedom""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 2: The Wings of Freedom""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 2: The Wings of Freedom""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 3: The Roar of Awakening""","""Daisuke Ono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 3: The Roar of Awakening""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 3: The Roar of Awakening""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 3: The Roar of Awakening""","""Shiori Mikami"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 3: The Roar of Awakening""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 3: The Roar of Awakening""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Daisuke Ono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Shiori Mikami"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Movie 4: Chronicle""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Hiroshi Kamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Romi Park"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Tomohisa Hashizume"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Yuu Kobayashi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan Picture Drama""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan The Final Season: Part II""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan The Final Season: Part II""","""Mitsuki Saiga"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan The Final Season: Part II""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Hiro Shimono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Kouzou Mito"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Shiori Mikami"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Susumu Chiba"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Junior High""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Jouji Nakata"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Kaito Ishikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Kiyomitsu Mizuuchi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Unshou Ishizuka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Lost Girls""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Since That Day""","""Ikumi Hayama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Since That Day""","""Marina Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Attack on Titan: Since That Day""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""Ai Kayano"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""Mai Nakahara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""Nozomi Yamane"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""Saya Horigome"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""Sora Amamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""You Taichi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Azur Lane""","""Yui Horie"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Atsuko Enomoto"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Ayane Sakura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Hikaru Midorikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Kaito Ishikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Ryouhei Kimura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Tetsuya Kakihara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Bonjour♪Sweet Love Patisserie""","""Yoshiko Sakakibara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Miyuki Sawashiro"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Nao Touyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Ryouhei Kimura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Shouta Aoi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Takahiro Sakurai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Yoshimasa Hosoya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Devils' Line""","""Yoshitsugu Matsuoka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Daisuke Hirakawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Daisuke Kishio"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Hikaru Midorikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Katsuyuki Konishi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Kohsuke Toriumi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Takahiro Sakurai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Diabolik Lovers More, Blood""","""Yuuki Kaji"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Akane Fujita"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Ibuki Kido"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Mikako Komatsu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Minami Takahashi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Saori Oonishi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Seiichirou Yamashita"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Eromanga Sensei""","""Yoshitsugu Matsuoka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Eri Suzuki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Kaede Hondo"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Kazuya Nakai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Saori Oonishi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Sayaka Senbongi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Takuya Eguchi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Girlish Number""","""Yuuichirou Umehara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Kazumi Togashi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Kouji Yusa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Kouki Uchiyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Mitsuaki Madono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Subaru Kimura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Yui Makino"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Gundam Build Fighters Try""","""Yuuma Uchida"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Heroic Age""","""Chihiro Suzuki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Heroic Age""","""Hiroshi Yazaki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Heroic Age""","""Kaori Shimizu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Heroic Age""","""Masayuki Katou"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Heroic Age""","""Miyuki Sawashiro"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Heroic Age""","""Takashi Kondou"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Ikumi Hasegawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Inori Minase"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Kazuyuki Okitsu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Kikuko Inoue"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Mugihito"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Reina Ueda"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""How a Realist Hero Rebuilt the Kingdom: Part II""","""Yusuke Kobayashi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Iwakakeru! Sport Climbing Girls""","""Akane Fujita"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Iwakakeru! Sport Climbing Girls""","""Ami Koshimizu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Iwakakeru! Sport Climbing Girls""","""Jiro Jay Takasugi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Iwakakeru! Sport Climbing Girls""","""Miyu Tomita"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Iwakakeru! Sport Climbing Girls""","""Yukari Tamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Kimi dake ni Motetainda""","""Kouki Uchiyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Kimi dake ni Motetainda""","""Rikiya Tomizono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Kimi dake ni Motetainda""","""Soma Saito"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Kimi dake ni Motetainda""","""Yoshitsugu Matsuoka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Kimi dake ni Motetainda""","""Yuuichirou Umehara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Police in a Pod""","""Rikiya Koyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Police in a Pod""","""Ryouta Suzuki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Police in a Pod""","""Shion Wakayama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Aoi Yuuki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Ayaka Fukuhara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Chika Anzai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Mamiko Noto"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Soma Saito"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Sora Amamiya"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Qualidea Code""","""Yuuma Uchida"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Ai Kayano"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Ayaka Suwa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Hibiku Yamamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Hikaru Akao"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Junichi Suwabe"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Natsuki Hanae"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Smile Down the Runway""","""Yumiri Hanamori"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tales of Crestoria: The Wake of Sin""","""Ai Nonaka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tales of Crestoria: The Wake of Sin""","""Kouhei Amasaki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tales of Crestoria: The Wake of Sin""","""Yuuma Uchida"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Ayane Sakura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Chiharu Shigematsu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Hikaru Tono"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Natsuki Hanae"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Ryouhei Kimura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Yu Shimamura"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Day I Became a God""","""Yuuki Kuwahara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Kana Ichinose"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Reina Ueda"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Takahiro Sakurai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Taku Yashiro"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Takuya Eguchi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Yusuke Kobayashi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""The Saint's Magic Power is Omnipotent""","""Yuuichirou Umehara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Asami Seto"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Fairouz Ai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Fumie Mizusawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Houko Kuwashima"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Motoko Kumai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Rina Hidaka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!""","""Yumiri Hanamori"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Asami Seto"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Ayahi Takagaki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Fairouz Ai"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Fuminori Komatsu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Hiroshi Shirokuma"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Rina Hidaka"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Tropical-Rouge! Pretty Cure""","""Yumiri Hanamori"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Aya Endou"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Daisuke Namikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Haruka Tomatsu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Hidenobu Kiuchi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Kouki Uchiyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Minori Chihara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden""","""Takehito Koyasu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Daisuke Namikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Haruka Tomatsu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Hidenobu Kiuchi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Kaori Mizuhashi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Kouki Uchiyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Sumire Morohoshi"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Movie""","""Takehito Koyasu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Aya Endou"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Daisuke Namikawa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Kouki Uchiyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Minori Chihara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Takehito Koyasu"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Yoshito Yasuhara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden Special""","""Youko Hikasa"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Aoi Yuuki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Aya Endou"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Hana Takeda"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Kouki Uchiyama"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Minako Kotobuki"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Minori Chihara"""
"""The Aquatope on White Sand""","""Yui Ishikawa""","""Violet Evergarden: Eternity and the Auto Memory Doll""","""Takehito Koyasu"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Ao-chan Can't Study!""","""Junta Terashima"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Ao-chan Can't Study!""","""Juri Kimura"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Ao-chan Can't Study!""","""Kenjirou Tsuda"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Ao-chan Can't Study!""","""Takashi Kondou"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Ao-chan Can't Study!""","""Toshinari Fukamachi"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Ao-chan Can't Study!""","""Yusuke Shirai"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Are You Lost?""","""Akio Ootsuka"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Are You Lost?""","""Hiyori Kono"""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Are You Lost?""","""M.A.O."""
"""The Aquatope on White Sand Mini Anime""","""Azumi Waki""","""Assassins Pride""","""Ai Kayano"""
